Container stores 10000 plants:
Shrub name: LmSHkzCkkjDxzXoVl, type: Home, percent of vowel letters = 5.882%
Shrub name: u, type: Home, percent of vowel letters = 100.0%
Shrub name: fsgazbGaRnGas, type: Garden, percent of vowel letters = 23.077%
Shrub name: Wp, type: Home, percent of vowel letters = 0.0%
Tree name: eKomiwBrZJXbTi, age: 683, percent of vowel letters = 28.571%
Tree name: piOkzTQFWay, age: 489, percent of vowel letters = 36.364%
Shrub name: OJfMLlArZmNNdH, type: Home, percent of vowel letters = 14.286%
Tree name: MrzXyyE, age: 204, percent of vowel letters = 42.857%
Shrub name: FCSku, type: Home, percent of vowel letters = 20.0%
Tree name: MxoIlISWKFli, age: 909, percent of vowel letters = 33.333%
Tree name: AHiSag, age: 918, percent of vowel letters = 50.0%
Tree name: PlEFbkueTZrXPYVjyjA, age: 877, percent of vowel letters = 31.579%
Tree name: jObeIQja, age: 417, percent of vowel letters = 50.0%
Tree name: bOnpzPy, age: 449, percent of vowel letters = 28.571%
Tree name: SyDdpCUCeLJhqZuvWdJ, age: 496, percent of vowel letters = 21.053%
Shrub name: odyh, type: Home, percent of vowel letters = 50.0%
Shrub name: rlQDzc, type: Home, percent of vowel letters = 0.0%
Shrub name: aRohV, type: Home, percent of vowel letters = 40.0%
Tree name: IUjPuek, age: 489, percent of vowel letters = 57.143%
Shrub name: klvmRDy, type: Garden, percent of vowel letters = 14.286%
Tree name: uVdbmtOILtkmXU, age: 93, percent of vowel letters = 28.571%
Tree name: r, age: 44, percent of vowel letters = 0.0%
Shrub name: joEwuJbszLy, type: Home, percent of vowel letters = 36.364%
Tree name: UdVjofPQHnLZCdRKEgI, age: 780, percent of vowel letters = 21.053%
Tree name: CvEt, age: 197, percent of vowel letters = 25.0%
Tree name: ZAzZKqnKXPaM, age: 625, percent of vowel letters = 16.667%
Tree name: uFSYeEMmqGyEod, age: 358, percent of vowel letters = 50.0%
Tree name: GmkTBWwmjdDwFu, age: 988, percent of vowel letters = 7.143%
Tree name: gyyPZatwoHEeiGNK, age: 751, percent of vowel letters = 43.75%
Shrub name: HfvDluvplRg, type: Garden, percent of vowel letters = 9.091%
Tree name: GpWE, age: 669, percent of vowel letters = 25.0%
Shrub name: mncdPf, type: Home, percent of vowel letters = 0.0%
Tree name: lSrlJcTrRHTyUdq, age: 963, percent of vowel letters = 13.333%
Tree name: BIIXXieEH, age: 882, percent of vowel letters = 55.556%
Shrub name: wrhmY, type: Home, percent of vowel letters = 20.0%
Tree name: z, age: 806, percent of vowel letters = 0.0%
Tree name: IgkthrKElePZD, age: 496, percent of vowel letters = 23.077%
Shrub name: iUFd, type: Garden, percent of vowel letters = 50.0%
Shrub name: pkYonEtDhzupLHQ, type: Home, percent of vowel letters = 26.667%
Tree name: vt, age: 588, percent of vowel letters = 0.0%
Shrub name: qBNuNdykORfLRwl, type: Garden, percent of vowel letters = 20.0%
Tree name: iWbONRUwHVgKIG, age: 579, percent of vowel letters = 28.571%
Tree name: MYnaTkBixQdqpA, age: 58, percent of vowel letters = 28.571%
Tree name: JEGKnuqLrImEZxQa, age: 389, percent of vowel letters = 31.25%
Tree name: HbWcHPKEXbWYesKsiMB, age: 781, percent of vowel letters = 21.053%
Shrub name: ioWEtXKZXou, type: Home, percent of vowel letters = 45.455%
Shrub name: mbWkaDXF, type: Garden, percent of vowel letters = 12.5%
Shrub name: oVyOGFBtnpGZ, type: Home, percent of vowel letters = 25.0%
Tree name: Gf, age: 145, percent of vowel letters = 0.0%
Shrub name: nPdfzhqMwBEsVuxCdsS, type: Garden, percent of vowel letters = 10.526%
Shrub name: Gt, type: Home, percent of vowel letters = 0.0%
Tree name: wfxpDiMaTQDEo, age: 692, percent of vowel letters = 30.769%
Shrub name: gFENZGEA, type: Home, percent of vowel letters = 37.5%
Tree name: JP, age: 204, percent of vowel letters = 0.0%
Tree name: danhSYpoeCObLc, age: 827, percent of vowel letters = 35.714%
Shrub name: pFqvqxnHjHvQFisA, type: Garden, percent of vowel letters = 12.5%
Tree name: Vgcua, age: 754, percent of vowel letters = 40.0%
Shrub name: h, type: Home, percent of vowel letters = 0.0%
Shrub name: kLwzLLrcPkPClNG, type: Home, percent of vowel letters = 0.0%
Tree name: cxAUdM, age: 719, percent of vowel letters = 33.333%
Tree name: TDnhHQhxDEe, age: 664, percent of vowel letters = 18.182%
Shrub name: LLkrWVUUzOMqw, type: Garden, percent of vowel letters = 23.077%
Tree name: NMXbNlfdLeHeC, age: 918, percent of vowel letters = 15.385%
Tree name: iccYustrW, age: 103, percent of vowel letters = 33.333%
Tree name: m, age: 202, percent of vowel letters = 0.0%
Tree name: shFnXqUJ, age: 622, percent of vowel letters = 12.5%
Tree name: lecZdXCIuJXAFXdjdH, age: 240, percent of vowel letters = 22.222%
Shrub name: snxFqhbppPgLLE, type: Home, percent of vowel letters = 7.143%
Shrub name: DvZMZLahDrJUhpZ, type: Home, percent of vowel letters = 13.333%
Shrub name: sxbmnPsccTrzddo, type: Home, percent of vowel letters = 6.667%
Tree name: wmK, age: 380, percent of vowel letters = 0.0%
Tree name: Aq, age: 720, percent of vowel letters = 50.0%
Shrub name: HuUPcsUxHuSVaHMdMBI, type: Home, percent of vowel letters = 31.579%
Shrub name: HVDWaVxGjHGeIGEZOm, type: Garden, percent of vowel letters = 27.778%
Shrub name: X, type: Home, percent of vowel letters = 0.0%
Shrub name: qJkwjHCjSTYZrUIzpam, type: Home, percent of vowel letters = 21.053%
Shrub name: cwiEAOjjsoSs, type: Home, percent of vowel letters = 41.667%
Tree name: uHPj, age: 836, percent of vowel letters = 25.0%
Tree name: Crsq, age: 77, percent of vowel letters = 0.0%
Tree name: OqJWYT, age: 543, percent of vowel letters = 33.333%
Shrub name: eHPGcIufoMkz, type: Garden, percent of vowel letters = 33.333%
Tree name: vSZkcilbhljkZaPcsYj, age: 191, percent of vowel letters = 15.789%
Shrub name: gbkfDXoexAdRbmSVEUB, type: Home, percent of vowel letters = 26.316%
Tree name: n, age: 843, percent of vowel letters = 0.0%
Shrub name: zewpvPpjVNDVogRDc, type: Home, percent of vowel letters = 11.765%
Tree name: efpJeLKzFOtT, age: 110, percent of vowel letters = 25.0%
Tree name: I, age: 195, percent of vowel letters = 100.0%
Shrub name: GciwmZJEKjGK, type: Home, percent of vowel letters = 16.667%
Shrub name: cak, type: Home, percent of vowel letters = 33.333%
Shrub name: JhxcYYmTutkvRKx, type: Garden, percent of vowel letters = 20.0%
Tree name: xLqrcqnXUVPTFfopVRu, age: 905, percent of vowel letters = 15.789%
Tree name: h, age: 300, percent of vowel letters = 0.0%
Tree name: yqlvkA, age: 984, percent of vowel letters = 33.333%
Shrub name: LwxVXRU, type: Garden, percent of vowel letters = 14.286%
Tree name: XSuQBQVrohVYsUGRio, age: 734, percent of vowel letters = 33.333%
Shrub name: o, type: Garden, percent of vowel letters = 100.0%
Tree name: jwSaJz, age: 336, percent of vowel letters = 16.667%
Tree name: jVMtJat, age: 89, percent of vowel letters = 14.286%
Shrub name: jFMrjXWTrNmWq, type: Home, percent of vowel letters = 0.0%
Shrub name: mqFvZ, type: Home, percent of vowel letters = 0.0%
Shrub name: hcDik, type: Garden, percent of vowel letters = 20.0%
Tree name: nqveebpOrkhec, age: 388, percent of vowel letters = 30.769%
Tree name: YQzO, age: 622, percent of vowel letters = 50.0%
Shrub name: TRGInKoIkYXUa, type: Garden, percent of vowel letters = 46.154%
Shrub name: bcYyWDCKHV, type: Home, percent of vowel letters = 20.0%
Shrub name: zlEEspTJSUjTUgfWG, type: Home, percent of vowel letters = 23.529%
Tree name: zxFTIPngvAb, age: 354, percent of vowel letters = 18.182%
Shrub name: EBhGDUyKNo, type: Home, percent of vowel letters = 40.0%
Tree name: oOFmuXbqIdRHwlrkHLQ, age: 286, percent of vowel letters = 21.053%
Tree name: uyrePvgqXyRTaVAWXoO, age: 328, percent of vowel letters = 42.105%
Tree name: E, age: 316, percent of vowel letters = 100.0%
Shrub name: jyRcrnLpbAix, type: Home, percent of vowel letters = 25.0%
Tree name: iKBtbkZu, age: 44, percent of vowel letters = 25.0%
Tree name: PrTYYn, age: 289, percent of vowel letters = 33.333%
Shrub name: NsTRNWfZz, type: Garden, percent of vowel letters = 0.0%
Tree name: HfUpYkLZQVVmaeIwPR, age: 610, percent of vowel letters = 27.778%
Tree name: aDYgAdOp, age: 555, percent of vowel letters = 50.0%
Tree name: ZsSxSqgoKl, age: 982, percent of vowel letters = 10.0%
Shrub name: uO, type: Garden, percent of vowel letters = 100.0%
Shrub name: FfuJf, type: Garden, percent of vowel letters = 20.0%
Tree name: dMlbBbWFLZdB, age: 636, percent of vowel letters = 0.0%
Shrub name: GoJmPpLtGQ, type: Garden, percent of vowel letters = 10.0%
Shrub name: XvORYajxHLIefqy, type: Home, percent of vowel letters = 40.0%
Shrub name: VHhXHSVHRoUYf, type: Garden, percent of vowel letters = 23.077%
Tree name: DlmroXElMTZNlCq, age: 493, percent of vowel letters = 13.333%
Shrub name: NBbP, type: Garden, percent of vowel letters = 0.0%
Tree name: QTdgdqpkKeLZBmv, age: 573, percent of vowel letters = 6.667%
Shrub name: BgICx, type: Garden, percent of vowel letters = 20.0%
Shrub name: vD, type: Home, percent of vowel letters = 0.0%
Shrub name: Um, type: Home, percent of vowel letters = 50.0%
Shrub name: KNxpHkX, type: Garden, percent of vowel letters = 0.0%
Shrub name: Jco, type: Home, percent of vowel letters = 33.333%
Tree name: faLBDlMQfwIxKXJjfW, age: 772, percent of vowel letters = 11.111%
Tree name: fwIPJtwjyImUOkBOu, age: 845, percent of vowel letters = 41.176%
Shrub name: Ud, type: Garden, percent of vowel letters = 50.0%
Tree name: CT, age: 427, percent of vowel letters = 0.0%
Tree name: gN, age: 4, percent of vowel letters = 0.0%
Shrub name: dSUcPruGC, type: Garden, percent of vowel letters = 22.222%
Tree name: bNAxJD, age: 908, percent of vowel letters = 16.667%
Tree name: dOrzCUu, age: 828, percent of vowel letters = 42.857%
Shrub name: L, type: Garden, percent of vowel letters = 0.0%
Shrub name: An, type: Home, percent of vowel letters = 50.0%
Shrub name: nEWp, type: Home, percent of vowel letters = 25.0%
Shrub name: ipN, type: Garden, percent of vowel letters = 33.333%
Shrub name: eibHptRxecdeQ, type: Garden, percent of vowel letters = 30.769%
Tree name: FnKi, age: 125, percent of vowel letters = 25.0%
Tree name: rEXcOl, age: 555, percent of vowel letters = 33.333%
Tree name: sOaIeyDCa, age: 456, percent of vowel letters = 66.667%
Shrub name: nayXgvM, type: Home, percent of vowel letters = 28.571%
Tree name: XHOxLAcCcdpi, age: 975, percent of vowel letters = 25.0%
Tree name: RJwtWqPXuWKFSnIq, age: 554, percent of vowel letters = 12.5%
Shrub name: DhisolYrcE, type: Garden, percent of vowel letters = 40.0%
Tree name: jjVcwwEfLaxwlxWdYf, age: 117, percent of vowel letters = 16.667%
Tree name: NgolTpWJDQ, age: 157, percent of vowel letters = 10.0%
Tree name: nMZNCisvMtsIuwP, age: 439, percent of vowel letters = 20.0%
Shrub name: SpNZzXYQmSsVakSCSw, type: Home, percent of vowel letters = 11.111%
Shrub name: bHtrFctGHCAOJIJf, type: Garden, percent of vowel letters = 18.75%
Shrub name: WJZQHa, type: Garden, percent of vowel letters = 16.667%
Tree name: ZGUlFuaPVyb, age: 73, percent of vowel letters = 36.364%
Tree name: kRGRQAmbtgAu, age: 916, percent of vowel letters = 25.0%
Shrub name: naxPZmOynYJFSF, type: Garden, percent of vowel letters = 28.571%
Shrub name: JlSaZtxFPtEvuJk, type: Garden, percent of vowel letters = 20.0%
Tree name: uulrva, age: 64, percent of vowel letters = 50.0%
Tree name: seHaYHgwoGrQQsYvs, age: 471, percent of vowel letters = 29.412%
Tree name: JxGNUgL, age: 287, percent of vowel letters = 14.286%
Shrub name: GnibDwgYRVVHzxCA, type: Garden, percent of vowel letters = 18.75%
Tree name: mUNbhGiw, age: 816, percent of vowel letters = 25.0%
Shrub name: EcsytXPUHWVIn, type: Garden, percent of vowel letters = 30.769%
Shrub name: zobZFIFKIJHKuVjRjHH, type: Home, percent of vowel letters = 21.053%
Shrub name: uViHBJNasoUjD, type: Garden, percent of vowel letters = 38.462%
Tree name: mw, age: 93, percent of vowel letters = 0.0%
Shrub name: rfnwOlMzDBS, type: Garden, percent of vowel letters = 9.091%
Shrub name: eRcZWBKkBYnqvudSq, type: Garden, percent of vowel letters = 17.647%
Tree name: tQHopQzauilQRwkYmI, age: 716, percent of vowel letters = 33.333%
Tree name: UxmHDSLakRzkZbFAmeN, age: 593, percent of vowel letters = 21.053%
Shrub name: lGqfDhr, type: Garden, percent of vowel letters = 0.0%
Tree name: DUdLQ, age: 615, percent of vowel letters = 20.0%
Shrub name: muIiWfaIuFPhCeM, type: Home, percent of vowel letters = 46.667%
Tree name: pCfLqKEjjCv, age: 325, percent of vowel letters = 9.091%
Tree name: nfObWBtyDEyrdAk, age: 319, percent of vowel letters = 33.333%
Tree name: jL, age: 104, percent of vowel letters = 0.0%
Tree name: xDhBKbVUrlzmZtBd, age: 369, percent of vowel letters = 6.25%
Shrub name: yFSODLHJLBSygenDrzI, type: Home, percent of vowel letters = 26.316%
Tree name: SVkdIlRbluxOyFmuqNd, age: 231, percent of vowel letters = 26.316%
Shrub name: roKgYlaDw, type: Garden, percent of vowel letters = 33.333%
Tree name: OUTmdP, age: 99, percent of vowel letters = 33.333%
Tree name: jfPhpW, age: 824, percent of vowel letters = 0.0%
Shrub name: QPVGEMTwyiu, type: Home, percent of vowel letters = 36.364%
Shrub name: TYJqsureFPchqD, type: Garden, percent of vowel letters = 21.429%
Tree name: sMdtN, age: 753, percent of vowel letters = 0.0%
Tree name: IdMzlAM, age: 560, percent of vowel letters = 28.571%
Tree name: vbuWJmttfG, age: 200, percent of vowel letters = 10.0%
Tree name: sIREYauuYtOIzBTfHN, age: 830, percent of vowel letters = 50.0%
Tree name: hmRUzgnmYeQgxYF, age: 248, percent of vowel letters = 26.667%
Tree name: Hl, age: 219, percent of vowel letters = 0.0%
Shrub name: rRmYUiA, type: Garden, percent of vowel letters = 57.143%
Shrub name: JgaGRYKa, type: Garden, percent of vowel letters = 37.5%
Tree name: Jnqlo, age: 866, percent of vowel letters = 20.0%
Shrub name: wklYhrPNEpE, type: Garden, percent of vowel letters = 27.273%
Tree name: qBxMwIilUqCqCa, age: 441, percent of vowel letters = 28.571%
Tree name: EFUs, age: 510, percent of vowel letters = 50.0%
Tree name: lZOXhsqwjqMpmOwkUEA, age: 322, percent of vowel letters = 26.316%
Tree name: lOmafTowuIpLvb, age: 123, percent of vowel letters = 35.714%
Shrub name: WZ, type: Garden, percent of vowel letters = 0.0%
Shrub name: OCyO, type: Home, percent of vowel letters = 75.0%
Tree name: VjnJETOzdJXEZRKook, age: 320, percent of vowel letters = 27.778%
Shrub name: jklbu, type: Home, percent of vowel letters = 20.0%
Tree name: ms, age: 525, percent of vowel letters = 0.0%
Tree name: wyVtDfsHfwyhzervKX, age: 211, percent of vowel letters = 16.667%
Shrub name: hxCKOoWICTEIgJLXC, type: Home, percent of vowel letters = 29.412%
Shrub name: rZvWnvsj, type: Garden, percent of vowel letters = 0.0%
Tree name: XcwUMSIwzERESVYOWM, age: 578, percent of vowel letters = 33.333%
Tree name: A, age: 682, percent of vowel letters = 100.0%
Tree name: dfAFdUnREiUButCOTKX, age: 601, percent of vowel letters = 36.842%
Tree name: KtAnwONXgpwZSNdiuaR, age: 224, percent of vowel letters = 26.316%
Shrub name: DHtGPGHycaDOkuny, type: Garden, percent of vowel letters = 31.25%
Shrub name: sgoccZUhdLXDpb, type: Home, percent of vowel letters = 14.286%
Tree name: BQkegdxJqo, age: 920, percent of vowel letters = 20.0%
Tree name: hIrNtFklLkFPPbMuzc, age: 285, percent of vowel letters = 11.111%
Tree name: ITMCwZHMkPFBhkPnl, age: 183, percent of vowel letters = 5.882%
Shrub name: gxpj, type: Home, percent of vowel letters = 0.0%
Shrub name: uQYqve, type: Home, percent of vowel letters = 50.0%
Tree name: dWlnaqHAFMeK, age: 554, percent of vowel letters = 25.0%
Tree name: Qlm, age: 954, percent of vowel letters = 0.0%
Tree name: CXWXSQHYETncdUFvnJ, age: 337, percent of vowel letters = 16.667%
Shrub name: QOo, type: Home, percent of vowel letters = 66.667%
Shrub name: fclebeody, type: Home, percent of vowel letters = 44.444%
Shrub name: cZ, type: Garden, percent of vowel letters = 0.0%
Tree name: Q, age: 630, percent of vowel letters = 0.0%
Tree name: qdYNnsRsADNevDwQQH, age: 171, percent of vowel letters = 16.667%
Shrub name: yaXsXedlBzuErwI, type: Home, percent of vowel letters = 40.0%
Shrub name: WlmzAlFaqQFqcNZmN, type: Garden, percent of vowel letters = 11.765%
Tree name: dwnQasqaZRVxt, age: 275, percent of vowel letters = 15.385%
Tree name: GkoErepzrlLqS, age: 127, percent of vowel letters = 23.077%
Tree name: LZVmziUkMNJuGOdy, age: 939, percent of vowel letters = 31.25%
Tree name: cFxamqvtD, age: 347, percent of vowel letters = 11.111%
Shrub name: YnGCaLwfuiZ, type: Home, percent of vowel letters = 36.364%
Tree name: PfxRY, age: 723, percent of vowel letters = 20.0%
Shrub name: bNYmQENBazpB, type: Home, percent of vowel letters = 25.0%
Shrub name: AaixQFnkhtK, type: Home, percent of vowel letters = 27.273%
Shrub name: KQ, type: Home, percent of vowel letters = 0.0%
Tree name: Xj, age: 400, percent of vowel letters = 0.0%
Tree name: hYpfdX, age: 78, percent of vowel letters = 16.667%
Shrub name: uTxLS, type: Home, percent of vowel letters = 20.0%
Tree name: whxKAPlNa, age: 653, percent of vowel letters = 22.222%
Tree name: mbrNZSjBDQbK, age: 915, percent of vowel letters = 0.0%
Shrub name: gSYUglZ, type: Garden, percent of vowel letters = 28.571%
Shrub name: ncoHzVdKL, type: Home, percent of vowel letters = 11.111%
Tree name: K, age: 457, percent of vowel letters = 0.0%
Shrub name: hHGPpSMlrjDXF, type: Garden, percent of vowel letters = 0.0%
Shrub name: MQzTewwirUpBQXzPZ, type: Garden, percent of vowel letters = 17.647%
Tree name: kZqKQpScbjcVu, age: 194, percent of vowel letters = 7.692%
Tree name: LLDhYCKjqyrJojxvzHo, age: 461, percent of vowel letters = 21.053%
Shrub name: BnoX, type: Garden, percent of vowel letters = 25.0%
Tree name: yishOwOXblmiT, age: 974, percent of vowel letters = 38.462%
Shrub name: tQKj, type: Home, percent of vowel letters = 0.0%
Shrub name: tRmHnfvoXlBQK, type: Home, percent of vowel letters = 7.692%
Shrub name: yjHKqizMqspN, type: Home, percent of vowel letters = 16.667%
Tree name: PsppBSE, age: 604, percent of vowel letters = 14.286%
Tree name: OYbgiJopny, age: 263, percent of vowel letters = 50.0%
Tree name: rYACfXnACVpFkZF, age: 736, percent of vowel letters = 20.0%
Tree name: ZVtFb, age: 103, percent of vowel letters = 0.0%
Shrub name: PKoFZi, type: Garden, percent of vowel letters = 33.333%
Tree name: Y, age: 326, percent of vowel letters = 100.0%
Shrub name: livaUw, type: Garden, percent of vowel letters = 50.0%
Shrub name: ICNfxp, type: Home, percent of vowel letters = 16.667%
Tree name: emu, age: 580, percent of vowel letters = 66.667%
Tree name: USBaGnhd, age: 468, percent of vowel letters = 25.0%
Shrub name: drUbEAXAxUqLOBBLTgi, type: Garden, percent of vowel letters = 36.842%
Shrub name: QCdAjlYIU, type: Garden, percent of vowel letters = 44.444%
Tree name: oFtZOylLOJhao, age: 742, percent of vowel letters = 46.154%
Tree name: MuSSWHPaonFHEgJ, age: 102, percent of vowel letters = 26.667%
Tree name: MsYPaNfmfbjZBquJgFj, age: 398, percent of vowel letters = 15.789%
Shrub name: swkLcaDRTBWZOm, type: Garden, percent of vowel letters = 14.286%
Tree name: eKrW, age: 817, percent of vowel letters = 25.0%
Tree name: kDVdzlJTI, age: 543, percent of vowel letters = 11.111%
Shrub name: nyblTkfDd, type: Home, percent of vowel letters = 11.111%
Tree name: lVP, age: 612, percent of vowel letters = 0.0%
Shrub name: wGtU, type: Home, percent of vowel letters = 25.0%
Shrub name: TYFwWUmgXtlZgJLwLG, type: Garden, percent of vowel letters = 11.111%
Shrub name: YYiYRW, type: Home, percent of vowel letters = 66.667%
Shrub name: qjjxMDefsveEr, type: Garden, percent of vowel letters = 23.077%
Tree name: WLTvkJ, age: 405, percent of vowel letters = 0.0%
Tree name: IwTKRivkKAbq, age: 77, percent of vowel letters = 25.0%
Tree name: wZKAmfyg, age: 925, percent of vowel letters = 25.0%
Tree name: KixFngjllkdDbk, age: 217, percent of vowel letters = 7.143%
Shrub name: WYddggTcxVLMSkP, type: Home, percent of vowel letters = 6.667%
Shrub name: nhhIOJA, type: Home, percent of vowel letters = 42.857%
Tree name: oCkOjQYDX, age: 638, percent of vowel letters = 33.333%
Tree name: sUKSpZJtgWBrnBWN, age: 521, percent of vowel letters = 6.25%
Tree name: UPV, age: 824, percent of vowel letters = 33.333%
Tree name: aWgCiov, age: 695, percent of vowel letters = 42.857%
Tree name: BfcsOHcidAG, age: 600, percent of vowel letters = 27.273%
Tree name: ni, age: 3, percent of vowel letters = 50.0%
Tree name: JxCbCqkwjmVSqPH, age: 575, percent of vowel letters = 0.0%
Tree name: QpzOLQOJR, age: 528, percent of vowel letters = 22.222%
Shrub name: KtXqYvqZoj, type: Home, percent of vowel letters = 20.0%
Tree name: OcskdicRYapywBLzn, age: 870, percent of vowel letters = 29.412%
Shrub name: oF, type: Home, percent of vowel letters = 50.0%
Shrub name: hbJwtM, type: Home, percent of vowel letters = 0.0%
Tree name: mwrptI, age: 85, percent of vowel letters = 16.667%
Tree name: qry, age: 136, percent of vowel letters = 33.333%
Tree name: fKxBbDvBCNLzbvwNs, age: 762, percent of vowel letters = 0.0%
Tree name: qElaqtJeiZWmYjz, age: 362, percent of vowel letters = 33.333%
Shrub name: p, type: Garden, percent of vowel letters = 0.0%
Tree name: vekfrqTDEBjVjOq, age: 904, percent of vowel letters = 20.0%
Shrub name: MRYSgATfkFOtYth, type: Garden, percent of vowel letters = 26.667%
Tree name: xz, age: 429, percent of vowel letters = 0.0%
Tree name: h, age: 912, percent of vowel letters = 0.0%
Tree name: yyjevlWslysewhpApW, age: 150, percent of vowel letters = 33.333%
Tree name: QfpVhlZA, age: 108, percent of vowel letters = 12.5%
Tree name: ElsbEWxLSbYSKbRQqs, age: 847, percent of vowel letters = 16.667%
Shrub name: lkYmtRsDxwIKnZ, type: Home, percent of vowel letters = 14.286%
Shrub name: GluiLJgEvp, type: Home, percent of vowel letters = 30.0%
Shrub name: kIlMN, type: Garden, percent of vowel letters = 20.0%
Shrub name: mOsHqqkNhQjT, type: Garden, percent of vowel letters = 8.333%
Tree name: rpUQaUjajYur, age: 801, percent of vowel letters = 50.0%
Tree name: mOTYQoCko, age: 106, percent of vowel letters = 44.444%
Shrub name: vFVMiYCjtOUjtcpJTKl, type: Home, percent of vowel letters = 21.053%
Shrub name: SyoPwaGPugrLDgpDnA, type: Home, percent of vowel letters = 27.778%
Shrub name: BWKYOPGWna, type: Garden, percent of vowel letters = 30.0%
Shrub name: ywaxldZc, type: Home, percent of vowel letters = 25.0%
Shrub name: nbUTkmI, type: Home, percent of vowel letters = 28.571%
Tree name: nv, age: 441, percent of vowel letters = 0.0%
Tree name: c, age: 930, percent of vowel letters = 0.0%
Shrub name: OIDORFEYiAmsc, type: Garden, percent of vowel letters = 53.846%
Tree name: pojHzjWsxRFj, age: 755, percent of vowel letters = 8.333%
Shrub name: MpoCJdXWi, type: Home, percent of vowel letters = 22.222%
Tree name: MA, age: 722, percent of vowel letters = 50.0%
Shrub name: W, type: Garden, percent of vowel letters = 0.0%
Tree name: LNFQHaxOGRvgNd, age: 866, percent of vowel letters = 14.286%
Shrub name: qbnngUQHCHMoqKBtwe, type: Garden, percent of vowel letters = 16.667%
Tree name: Vh, age: 100, percent of vowel letters = 0.0%
Shrub name: brdAGGaFPRP, type: Home, percent of vowel letters = 18.182%
Tree name: vJyawbe, age: 140, percent of vowel letters = 42.857%
Shrub name: miLzNL, type: Home, percent of vowel letters = 16.667%
Tree name: o, age: 747, percent of vowel letters = 100.0%
Shrub name: IpyGIQS, type: Garden, percent of vowel letters = 42.857%
Tree name: WoWsHztb, age: 421, percent of vowel letters = 12.5%
Tree name: S, age: 827, percent of vowel letters = 0.0%
Shrub name: MIi, type: Garden, percent of vowel letters = 66.667%
Shrub name: xidi, type: Garden, percent of vowel letters = 50.0%
Shrub name: BJenE, type: Garden, percent of vowel letters = 40.0%
Shrub name: ChEDcbWFvcPAevABrOt, type: Garden, percent of vowel letters = 26.316%
Tree name: NEMVuOGOpxWeiF, age: 398, percent of vowel letters = 42.857%
Tree name: inGlSBuiWTcR, age: 301, percent of vowel letters = 25.0%
Tree name: QXOPwicZiAcgNB, age: 251, percent of vowel letters = 28.571%
Shrub name: XFN, type: Garden, percent of vowel letters = 0.0%
Tree name: uBfoipSzwamUqneZbY, age: 827, percent of vowel letters = 38.889%
Shrub name: MhgvtnovhWYFGhita, type: Garden, percent of vowel letters = 23.529%
Shrub name: tXe, type: Garden, percent of vowel letters = 33.333%
Shrub name: rjyJPR, type: Garden, percent of vowel letters = 16.667%
Tree name: U, age: 244, percent of vowel letters = 100.0%
Shrub name: DhGwndfvFWsz, type: Garden, percent of vowel letters = 0.0%
Shrub name: rckaFmCMGgSJQpP, type: Home, percent of vowel letters = 6.667%
Shrub name: veb, type: Garden, percent of vowel letters = 33.333%
Tree name: jfUDUiIHveOyoflB, age: 28, percent of vowel letters = 50.0%
Shrub name: mlyGGhnSrzYyBBveB, type: Home, percent of vowel letters = 23.529%
Shrub name: ZkvlkWWds, type: Home, percent of vowel letters = 0.0%
Shrub name: QOE, type: Home, percent of vowel letters = 66.667%
Shrub name: jaEHuaLReMmSnvif, type: Garden, percent of vowel letters = 37.5%
Shrub name: AbNCsMXqIPv, type: Garden, percent of vowel letters = 18.182%
Tree name: vgzOOHzXK, age: 110, percent of vowel letters = 22.222%
Shrub name: SAmg, type: Home, percent of vowel letters = 25.0%
Shrub name: svICpDOoGZMNGDPppq, type: Home, percent of vowel letters = 16.667%
Tree name: WyloiQ, age: 74, percent of vowel letters = 50.0%
Tree name: PEuPHDxVt, age: 315, percent of vowel letters = 22.222%
Tree name: ktjzORdC, age: 811, percent of vowel letters = 12.5%
Tree name: IHVOocOlaOHZ, age: 100, percent of vowel letters = 50.0%
Shrub name: VuPTjseZuIhwEhV, type: Home, percent of vowel letters = 33.333%
Shrub name: PEUKnGsMndiIkrYVWFx, type: Home, percent of vowel letters = 26.316%
Shrub name: PFQ, type: Home, percent of vowel letters = 0.0%
Shrub name: NQjfwTUJWSdpsWAu, type: Home, percent of vowel letters = 18.75%
Shrub name: glvVInrvCy, type: Home, percent of vowel letters = 20.0%
Tree name: CcGBkclYBJkuXUsMGgq, age: 179, percent of vowel letters = 15.789%
Shrub name: DVViJMJWzRjC, type: Home, percent of vowel letters = 8.333%
Shrub name: H, type: Home, percent of vowel letters = 0.0%
Shrub name: Tbd, type: Garden, percent of vowel letters = 0.0%
Tree name: QI, age: 652, percent of vowel letters = 50.0%
Tree name: AqTSPySu, age: 68, percent of vowel letters = 37.5%
Shrub name: JFUpbfOrEg, type: Garden, percent of vowel letters = 30.0%
Shrub name: ZqoGpNj, type: Home, percent of vowel letters = 14.286%
Shrub name: aKp, type: Garden, percent of vowel letters = 33.333%
Tree name: GxKxl, age: 666, percent of vowel letters = 0.0%
Tree name: aGTyqBGUPKTBcIYWAi, age: 981, percent of vowel letters = 38.889%
Shrub name: HJQGHhwRVomYST, type: Garden, percent of vowel letters = 14.286%
Shrub name: CTTgfnBsmGpMqM, type: Garden, percent of vowel letters = 0.0%
Shrub name: yVYsUewJbYCgNlgO, type: Garden, percent of vowel letters = 37.5%
